Date,Code,CommodityId,CommodityName,DistrictName,DistrictCode,Stock,CommodityStock
2021-02-05,Tamil Nadu,2,Rice-Raw,VELLORE,SE18,231242.06,1561040.12
2021-02-06,Tamil Nadu,2,Rice-Raw,COIMBATORE,SE12,865321.99,1554549.36
2021-02-06,Tamil Nadu,2,Rice-Raw,CHENNAI,SE14,117760.59,1554549.36
2021-02-06,Tamil Nadu,2,Rice-Raw,THOOTHUKKUDI,SE15,232737.23,1554549.36
2021-02-06,Tamil Nadu,2,Rice-Raw,THANJAVUR,SE16,81664.32,1554549.36
2021-02-06,Tamil Nadu,2,Rice-Raw,CUDDALORE(PONDICHERRY),SE17,28922.77,1554549.36
2021-02-06,Tamil Nadu,2,Rice-Raw,VELLORE,SE18,228142.46,1554549.36
2021-02-07,Tamil Nadu,2,Rice-Raw,COIMBATORE,SE12,865321.99,1554549.36
2021-02-07,Tamil Nadu,2,Rice-Raw,CHENNAI,SE14,117760.59,1554549.36
2021-02-07,Tamil Nadu,2,Rice-Raw,THOOTHUKKUDI,SE15,232737.23,1554549.36
2021-02-07,Tamil Nadu,2,Rice-Raw,THANJAVUR,SE16,81664.32,1554549.36
2021-02-07,Tamil Nadu,2,Rice-Raw,CUDDALORE(PONDICHERRY),SE17,28922.77,1554549.36
2021-02-07,Tamil Nadu,2,Rice-Raw,VELLORE,SE18,228142.46,1554549.36
2021-02-08,Tamil Nadu,2,Rice-Raw,COIMBATORE,SE12,889237.84,1576558.75
2021-02-08,Tamil Nadu,2,Rice-Raw,CHENNAI,SE14,116797.81,1576558.75
2021-02-08,Tamil Nadu,2,Rice-Raw,THOOTHUKKUDI,SE15,232532.51,1576558.75
2021-02-08,Tamil Nadu,2,Rice-Raw,THANJAVUR,SE16,80925.36,1576558.75
2021-02-08,Tamil Nadu,2,Rice-Raw,CUDDALORE(PONDICHERRY),SE17,28922.77,1576558.75
2021-02-08,Tamil Nadu,2,Rice-Raw,VELLORE,SE18,228142.46,1576558.75
2021-02-09,Tamil Nadu,2,Rice-Raw,COIMBATORE,SE12,922979.05,1635992.5
2021-02-09,Tamil Nadu,2,Rice-Raw,CHENNAI,SE14,142490.35,1635992.5
2021-02-09,Tamil Nadu,2,Rice-Raw,THOOTHUKKUDI,SE15,232532.51,1635992.5
2021-02-09,Tamil Nadu,2,Rice-Raw,THANJAVUR,SE16,80925.36,1635992.5
2021-02-09,Tamil Nadu,2,Rice-Raw,CUDDALORE(PONDICHERRY),SE17,28922.77,1635992.5
2021-02-09,Tamil Nadu,2,Rice-Raw,VELLORE,SE18,228142.46,1635992.5
2021-02-10,Tamil Nadu,2,Rice-Raw,COIMBATORE,SE12,921659.61,1632055.77
2021-02-10,Tamil Nadu,2,Rice-Raw,CHENNAI,SE14,142066.59,1632055.77
2021-02-10,Tamil Nadu,2,Rice-Raw,THOOTHUKKUDI,SE15,232532.51,1632055.77
2021-02-10,Tamil Nadu,2,Rice-Raw,THANJAVUR,SE16,80925.36,1632055.77
2021-02-10,Tamil Nadu,2,Rice-Raw,CUDDALORE(PONDICHERRY),SE17,28922.77,1632055.77
2021-02-10,Tamil Nadu,2,Rice-Raw,VELLORE,SE18,225948.94,1632055.77
2021-02-11,Tamil Nadu,2,Rice-Raw,COIMBATORE,SE12,916675.79,1622874.84
2021-02-11,Tamil Nadu,2,Rice-Raw,CHENNAI,SE14,142066.59,1622874.84
2021-02-11,Tamil Nadu,2,Rice-Raw,THOOTHUKKUDI,SE15,231031.81,1622874.84
2021-02-11,Tamil Nadu,2,Rice-Raw,THANJAVUR,SE16,80925.36,1622874.84
2021-02-11,Tamil Nadu,2,Rice-Raw,CUDDALORE(PONDICHERRY),SE17,28922.77,1622874.84
2021-02-11,Tamil Nadu,2,Rice-Raw,VELLORE,SE18,223252.53,1622874.84
2021-02-12,Tamil Nadu,2,Rice-Raw,COIMBATORE,SE12,915041.11,1609766.12
2021-02-12,Tamil Nadu,2,Rice-Raw,CHENNAI,SE14,141564.64,1609766.12
2021-02-12,Tamil Nadu,2,Rice-Raw,THOOTHUKKUDI,SE15,222596.95,1609766.12
2021-02-12,Tamil Nadu,2,Rice-Raw,THANJAVUR,SE16,80925.36,1609766.12
2021-02-12,Tamil Nadu,2,Rice-Raw,CUDDALORE(PONDICHERRY),SE17,28573.73,1609766.12
2021-02-12,Tamil Nadu,2,Rice-Raw,VELLORE,SE18,221064.33,1609766.12
2021-02-13,Tamil Nadu,2,Rice-Raw,COIMBATORE,SE12,914544.81,1631275.65
2021-02-13,Tamil Nadu,2,Rice-Raw,CHENNAI,SE14,141564.64,1631275.65
2021-02-13,Tamil Nadu,2,Rice-Raw,THOOTHUKKUDI,SE15,249569.17,1631275.65
2021-02-13,Tamil Nadu,2,Rice-Raw,THANJAVUR,SE16,80925.36,1631275.65
2021-02-13,Tamil Nadu,2,Rice-Raw,CUDDALORE(PONDICHERRY),SE17,27679.67,1631275.65
